Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",XRD noises,"Cu2O-110, %","Cu2O-111, %","Cu2O-200, %","Cu2O-220, %","Cu-111, %","Cu-200, %","Cu-220, %",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),Crystal system,Simple cell,"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Facet,"Distance, nm",Facet,"Distance2, nm",Base,Electrodes,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.75,C2H5OH,1.60,,-4.54,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.85,H2,27.30,,-7.78,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.85,CH4,39.00,,-7.78,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.85,C2H4,13.20,,-7.78,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.85,HCOOH,8.70,,-7.78,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.85,C2H5OH,3.60,,-7.78,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,H2,9.30,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,CH4,51.00,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,C2H4,23.00,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,HCOOH,6.60,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,C2H5OH,6.80,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-0.95,C3H7OH,2.90,,-12.06,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,H2,9.00,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,CH4,53.00,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,C2H4,26.00,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,HCOOH,5.80,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,C2H5OH,3.00,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.05,C3H7OH,1.30,,-16.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.15,H2,11.90,,-25.93,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.15,CH4,52.60,,-25.93,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.15,C2H4,29.00,,-25.93,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.15,HCOOH,5.30,,-25.93,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.25,H2,24.00,,-32.54,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.25,CH4,49.00,,-32.54,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.25,C2H4,19.70,,-32.54,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.25,HCOOH,5.10,,-32.54,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.35,H2,35.70,,-44.99,H-cell,,,1052.63,270.00,9.30,,
4,"Zhi-Qin Liang, Tao-Tao Zhuang, Ali Seifitokaldani, Jun Li, Chun-Wei Huang, Chih-Shan Tan, Yi Li, Phil De Luna, Cao Thang Dinh, Yongfeng Hu, Qunfeng Xiao, Pei-Lun Hsieh, Yuhang Wang, Fengwang Li, Rafael Quintero-Bermudez, Yansong Zhou, Peining Chen, Yuanjie Pang, Shen-Chuan Lo, Lih-Juann Chen, Hairen Tan, Zheng Xu, Suling Zhao, David Sinton & Edward H. Sargent",2018,Copper-on-nitride enhances the stable electrosynthesis of multi-carbon products from CO2,nature communications,14.7,10.1038/s41467-018-06311-0,Cu,Cu,Cu,,100.00,Strong,0.00,0.00,0.00,0.00,62.42,26.74,10.83,sphere,,23.86,34.91,45.95,23.86,34.91,45.95,,,100.00,0.00,0.00,100,,111,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.35,CH4,43.00,,-44.99,H-cell,,,1052.63,270.00,9.30,,
